<s>,START 1.0
मोहन,N_NN 2.2342374547566916e-05
भागवत,N_NN 1.1171187273783458e-05
केंद्रीय,JJ 0.0009006690684508493
जयपाल,N_NN 1.1171187273783458e-05
रेड्डी,N_NN 2.2342374547566916e-05
पिछलेN,_NST 0.0015220700152207
बीमार,N_NN 0.00018991018365431878
बिहार:,N_NN 1.1171187273783458e-05
दानापुर,N_NN 1.1171187273783458e-05
गला,N_NN 0.00014522543455918496
रेतकर,V_VM 4.8804294777940456e-05
हाथपैर,N_NN 1.1171187273783458e-05
बांधकर,V_VM 9.760858955588091e-05
कठुआ,N_NN 1.1171187273783458e-05
बलात्कारहत्याकांड,N_NN 1.1171187273783458e-05
किशोर,N_NN 0.00022342374547566914
बांदीपोरा,N_NN 1.1171187273783458e-05
पुंछ,N_NN 5.5855936368917286e-05
एलओसी,N_NN 3.351356182135037e-05
संघर्ष,N_NN 0.00043567630367755486
विराम,N_NN 6.702712364270074e-05
लेटे,V_VM 0.00019521717911176182
बचाने,V_VM 0.000634455832113226
मोटरमैन,N_NN 1.1171187273783458e-05
तेज,JJ 0.0038600102933607824
गति,N_NN 0.00017873899638053532
मानसिक,JJ 0.001544004117344313
बीमार,JJ 0.0009006690684508493
होने,V_VAUX 0.0008872458410351202
जेडीएस,N_NN 1.1171187273783458e-05
विश्वनाथ,N_NN 1.1171187273783458e-05
जाऊंगा,N_NN 3.351356182135037e-05
साक्षीअजितेश,N_NN 1.1171187273783458e-05
दंपतियों,N_NN 1.1171187273783458e-05
निष्कासन,N_NN 1.1171187273783458e-05
आसान,JJ 0.0021873391662377765
मत,N_NN 0.00033513561821350374
हासिल,N_NN 0.00023459493274945262
करना,N_NN 0.00010054068546405112
समझें,V_VM 9.760858955588091e-05
गणित,N_NN 4.468474909513383e-05
हिंदूवादी,N_NN 1.1171187273783458e-05
संगठनों,N_NN 0.00010054068546405112
अलीगढ़,N_NN 1.1171187273783458e-05
सड़कों,N_NN 0.00011171187273783457
धार्मिक,JJ 0.0021873391662377765
आयोजनों,N_NN 1.1171187273783458e-05
शरद,N_NN 4.468474909513383e-05
पवार,N_NN 2.2342374547566916e-05
दल,N_NN 0.00030162205639215335
हादसे,N_NN 0.00010054068546405112
गंभीर,JJ 0.0019300051466803912
रायबरेली,N_NN 2.2342374547566916e-05
मारी,N_NN 2.2342374547566916e-05
मिटा,V_VM 0.00019521717911176182
नंबर,N_NN 8.936949819026766e-05
महत्‍वाकांक्षी,JJ 0.00012866700977869275
मून,N_NN 2.2342374547566916e-05
मिशन,N_NN 0.0002904508691183699
चंद्रयान2,N_NN 0.00013405424728540148
लॉन्‍च,N_NN 1.1171187273783458e-05
पाकिस्तानियों,N_NN 1.1171187273783458e-05
कह,V_VM 0.00317227916056613
बैल,N_NN 7.819831091648421e-05
बन,N_NN 3.351356182135037e-05
खेत,N_NN 0.00015639662183296842
जोतती,V_VM 4.8804294777940456e-05
कंधे,N_NN 5.5855936368917286e-05
संग,N_NN 0.00012288306001161803
खेती,N_NN 0.00011171187273783457
मजबूर,N_NN 0.00010054068546405112
अमेठी:,N_NN 1.1171187273783458e-05
रिटायर,N_NN 2.2342374547566916e-05
रस्सी,N_NN 7.819831091648421e-05
बांध,N_NN 4.468474909513383e-05
पीटपीट,N_NN 1.1171187273783458e-05
मार,V_VAUX 7.393715341959335e-05
शेखर,N_NN 0.00010054068546405112
कि,P_SP 0.0004122375666205353
भड़क,N_NN 4.468474909513383e-05
उठे,V_VM 0.00039043435822352365
जावेद,V_VAUX 7.393715341959335e-05
अख्तर,V_VAUX 7.393715341959335e-05
बोले,V_VAUX 0.0001478743068391867
शरणार्थी,N_NN 2.2342374547566916e-05
महसूस,N_NN 0.00023459493274945262
सितम,N_NN 1.1171187273783458e-05
मरने,N_NN 0.00011171187273783457
संख्या,N_NN 0.00045801867822512177
209,QT_QTC 0.0004017677782241864
मध्यप्रदेश:,N_NN 1.1171187273783458e-05
आईबी,N_NN 1.1171187273783458e-05
सोशल,N_NN 0.00036864918003485413
फीसदी,N_NN 2.2342374547566916e-05
परिसरों,N_NN 2.2342374547566916e-05
टॉयलेट,N_NN 2.2342374547566916e-05
सर्वे,N_NN 2.2342374547566916e-05
खुलासा,V_VM 4.8804294777940456e-05
अवैध,JJ 0.0014153371075656203
कमाये,JJ 0.00012866700977869275
धन,N_NN 0.00016756780910675187
बाजार,N_NN 0.00020108137092810223
डीकंपनी,N_NN 1.1171187273783458e-05
मोजांबिक,JJ 0.00012866700977869275
209,V_VM 4.8804294777940456e-05
छापेमारी,N_NN 5.5855936368917286e-05
विश्नोई,N_NN 2.2342374547566916e-05
पता,N_NN 0.00045801867822512177
चला:,V_VM 4.8804294777940456e-05
सीबीडीटी,N_NN 1.1171187273783458e-05
पहलगाम,N_NN 6.702712364270074e-05
रास्तों,N_NN 3.351356182135037e-05
बालटाल,N_NN 5.5855936368917286e-05
मार्ग,N_NN 0.00035747799276107065
स्थगित,N_NN 2.2342374547566916e-05
नहीं,V_VM 0.00014641288433382137
गर्व,N_NN 0.00024576612002323605
दूरN,_NST 0.0015220700152207
जीना,N_NN 1.1171187273783458e-05
दूभर,N_NN 1.1171187273783458e-05
होगा,N_NN 0.00045801867822512177
इकलौते,N_NN 1.1171187273783458e-05
निष्कासित,V_VAUX 7.393715341959335e-05
यूनिटेक,N_NN 1.1171187273783458e-05
प्रोजेक्टों,N_NN 1.1171187273783458e-05
एनबीसीसी,N_NN 1.1171187273783458e-05
सौंपने,V_VM 9.760858955588091e-05
मंशा,N_NN 2.2342374547566916e-05
अविनियमित,JJ 0.00012866700977869275
जमाओं,N_NN 1.1171187273783458e-05
एवं,CC_CCD 0.016323633782824698
स्कीमों,N_NN 1.1171187273783458e-05
पाबंदी,RB 0.00055005500550055
लाए,V_VM 9.760858955588091e-05
बैद्यनाथ,N_NN 1.1171187273783458e-05
प्रताप,N_NN 8.936949819026766e-05
दिखे,V_VM 0.00014641288433382137
मैन,N_NN 0.00011171187273783457
वर्सेज़,N_NN 2.2342374547566916e-05
वाइल्ड,N_NN 8.936949819026766e-05
शिरकत,N_NN 2.2342374547566916e-05
बेहद,RP_INTF 0.11016949152542373
उत्साहित,JJ 0.0006433350488934637
पूछे,V_VM 4.8804294777940456e-05
4,QT_QTC 0.002008838891120932
कातिल,N_NN 1.1171187273783458e-05
मुंसिफ़,N_NN 1.1171187273783458e-05
बाघ,N_NN 0.00011171187273783457
दिखेंगे,V_VM 9.760858955588091e-05
नर्वस,N_NN 2.2342374547566916e-05
नाइंटीज,N_NN 1.1171187273783458e-05
माफी,N_NN 0.00012288306001161803
बैठे,V_VM 0.0014153245485602733
रमा,N_NN 1.1171187273783458e-05
गुस्सा,V_VAUX 7.393715341959335e-05
बोलींखबरदार,N_NN 1.1171187273783458e-05
कहां,V_VM 0.00029282576866764275
जब,N_NN 0.0002122525582018857
जय,N_NN 6.702712364270074e-05
श्रीराम,N_NN 4.468474909513383e-05
देवर,N_NN 2.2342374547566916e-05
आत्मदाह,V_VAUX 7.393715341959335e-05
ओडिशा,N_NN 7.819831091648421e-05
रसगुल्ले,N_NN 0.00010054068546405112
बहुप्रतीक्षित,JJ 0.00012866700977869275
जीआई,N_NN 1.1171187273783458e-05
टैग,N_NN 2.2342374547566916e-05
नवजात,JJ 0.0002573340195573855
गोलीबारी,N_NN 0.00024576612002323605
रमेश,N_NN 0.00013405424728540148
मुझसे,PR_PRP 0.0034524776604386675
दोष,N_NN 7.819831091648421e-05
सिद्ध,N_NN 0.00013405424728540148
गुप्त,N_NN 0.00012288306001161803
संबंध,N_NN 0.00045801867822512177
छिपाने,V_VM 4.8804294777940456e-05
घोंटकर,V_VM 4.8804294777940456e-05
नहर,N_NN 1.1171187273783458e-05
फेंका,V_VAUX 7.393715341959335e-05
पायल,N_NN 1.1171187273783458e-05
तड़वी,N_NN 1.1171187273783458e-05
रैगिंग,V_VAUX 7.393715341959335e-05
कर्मचारियों,N_NN 0.00018991018365431878
जातीय,N_NN 2.2342374547566916e-05
खोजी,JJ 0.0002573340195573855
मीठे,JJ 0.0014153371075656203
मछली,N_NN 5.5855936368917286e-05
नयी,JJ 0.0012866700977869274
प्रजाति,N_NN 4.468474909513383e-05
एंगिमछाना,N_NN 1.1171187273783458e-05
महाबली,N_NN 1.1171187273783458e-05
वे,PR_PRP 0.012388302193338748
हकदार,N_NN 1.1171187273783458e-05
भाग,V_VM 9.760858955588091e-05
इंदौर:,N_NN 1.1171187273783458e-05
सब,QT_QTF 0.0421455938697318
इंस्पेक्टर,N_NN 2.2342374547566916e-05
बहू,N_NN 0.00016756780910675187
भड़के,N_NN 1.1171187273783458e-05
केशव,N_NN 0.00010054068546405112
मौर्य,N_NN 3.351356182135037e-05
सारी,QT_QTF 0.008620689655172414
दीं,V_VAUX 0.00022181146025878004
मिलनी,V_VM 4.8804294777940456e-05
सहारनपुर,N_NN 1.1171187273783458e-05
करंट,N_NN 0.00015639662183296842
कांवड़िये,N_NN 1.1171187273783458e-05
नोएडा:,N_NN 1.1171187273783458e-05
गौशाला,N_NN 1.1171187273783458e-05
दीवार,N_NN 0.00010054068546405112
गिरी,N_NN 1.1171187273783458e-05
गोवंश,N_NN 1.1171187273783458e-05
दर्जन,N_NN 4.468474909513383e-05
गायें,N_NN 2.2342374547566916e-05
कर्नाटक:,N_NN 1.1171187273783458e-05
केआर,N_NN 1.1171187273783458e-05
अविश्वास,N_NN 8.936949819026766e-05
अनुराग,N_NN 2.2342374547566916e-05
धमकी,V_VAUX 7.393715341959335e-05
शिकायत,N_NN 0.00041333392912998795
अनुच्छेद35,N_NN 1.1171187273783458e-05
ए,N_NN 0.00020108137092810223
उल्टी,N_NN 2.2342374547566916e-05
गिनती,N_NN 5.5855936368917286e-05
ऑपरेशन,N_NN 0.00013405424728540148
निभाया,V_VM 0.00019521717911176182
वादा,V_VAUX 7.393715341959335e-05
सोनभद्र,N_NN 1.1171187273783458e-05
हिंसा,N_NN 0.00035747799276107065
आर्थिक,JJ 0.003216675244467319
चौहान,N_NN 4.468474909513383e-05
करूंगा,V_VM 0.00029282576866764275
राष्‍ट्रीय,JJ 0.0002573340195573855
दबाव,N_NN 0.00020108137092810223
आएंगे,V_VM 0.00019521717911176182
स्टार,N_NN 7.819831091648421e-05
स्टाम्प,N_NN 1.1171187273783458e-05
2016,QT_QTC 0.0012053033346725592
लव,N_NN 0.00010054068546405112
मैरिज,N_NN 1.1171187273783458e-05
बस्तर,N_NN 3.351356182135037e-05
नक्सलियों,N_NN 6.702712364270074e-05
गिराया,JJ 0.00012866700977869275
खुशखबरी,N_NN 1.1171187273783458e-05
सफदरजंग,N_NN 1.1171187273783458e-05
बुजुर्गों,N_NN 2.2342374547566916e-05
ओपीडी,N_NN 1.1171187273783458e-05
भुज,N_NN 2.2342374547566916e-05
द,N_NN 0.00032396443093972026
प्राइड,N_NN 2.2342374547566916e-05
ऑफ,N_NN 0.00039099155458242104
इन्डिया,N_NN 1.1171187273783458e-05
पर,IN 0.07113564668769716
काम,V_VB 0.0003254149040026033
कर,V_VB 0.03156524568825252
रहे,V_VB 0.01833170625881332
अजय,N_NN 0.00025693730729701953
देवगन,N_NN 0.00010054068546405112
इस,DT 0.3116883116883117
का,IN 0.08391167192429022
निर्माण,V_VB 0.00010847163466753444
भी,CC 0.0006731740154830024
हैं,V_VB 0.06920490291788697
वहीं,DT 0.06277056277056277
अब,RB_RBS 0.0024752475247524753
के,IN 0.17555205047318612
अगले,JJ_JJR 1.0
प्रोडक्शन,FW 0.0020768431983385254
वेंचर,FW 0.0010384215991692627
का,DT 0.0021645021645021645
खुलासा,N_NN 0.00014522543455918496
हो,V_VB 0.022562100010847165
चुका,V_VB 0.0010847163466753444
है,V_VB 0.10879704957153705
सूत्रों,N_NN 0.00010054068546405112
मुताबिक,RB_RBS 0.0024752475247524753
के,IN_DT 1.0
हाउस,FW 0.003115264797507788
द्वारा,IN 0.0009463722397476341
प्रोड्यूस,FW 0.0010384215991692627
की,V_VB 0.00292873413602343
जा,V_VB 0.006291354810716998
रही,V_VB 0.012365766352098927
यह,DT 0.07142857142857142
१९९०,CD 0.0024271844660194173
से,IN 0.09069400630914827
२०००,CD 0.0024271844660194173
बीच,IN 0.0022082018927444794
घटी,N_NN 2.2342374547566916e-05
सच्ची,RB_RBS 0.0024752475247524753
घटनाओं,N_NN 0.00013405424728540148
आधारित,V_VB 0.00010847163466753444
होगी,V_VB 0.0028202625013558956
जिनके,DT 0.0021645021645021645
की,IN 0.12712933753943217
फाइनैंशियल,FW 0.0010384215991692627
कंडीशन,FW 0.0010384215991692627
में,IN 0.15757097791798108
बड़ा,RB_RBS 0.0024752475247524753
बदलाव,V_VB 0.00010847163466753444
G,UN 5.307010560951016e-05
आया,V_VB 0.0011931879813428788
था,V_VB 0.02126044039483675
D,UN 0.0011675423234092236
खास,RB_RBS 0.0024752475247524753
बात,V_VB 0.00010847163466753444
कि,CC 0.16425445977785258
एक,JJ_JJS 0.0037313432835820895
फिर,RB_RBS 0.03712871287128713
साथ,RB_RBS 0.01485148514851485
जूनियर,FW 0.0010384215991692627
यानी,DT 0.0021645021645021645
भी,RB_RBS 0.4801980198019802
नजर,V_VB 0.00043388653867013776
Z,UN 0.0002653505280475508
आएंगे,V_VB 0.0007593014426727411
बताया,V_VB 0.0027117908666883608
N,UN 0.0002653505280475508
रहा,V_VB 0.010304805293415771
निर्देशन,N_NN 6.702712364270074e-05
कूकी,N_NN 1.1171187273783458e-05
गुलाटी,N_NN 1.1171187273783458e-05
करेंगे,V_VB 0.004013450482698774
जो,WDT 0.16875
इंद्र,N_NN 1.1171187273783458e-05
टोटल,N_NN 2.2342374547566916e-05
धमाल,N_NN 2.2342374547566916e-05
क्रिएटिव,FW 0.0010384215991692627
डायरेक्टर,FW 0.0010384215991692627
रह,V_VB 0.0014101312506779478
चुके,V_VB 0.0023863759626857575
अभी,RB_RBS 0.0049504950495049506
प्री,FW 0.0010384215991692627
प्रॉडक्शन,FW 0.0010384215991692627
चल,V_VB 0.002277904328018223
बताते,V_VB 0.0009762447120078099
को,IN 0.0832807570977918
यह,UN 0.00010614021121902033
विषय,UN 5.307010560951016e-05
काफी,RB_RBS 0.0049504950495049506
अच्छा,UN 0.00010614021121902033
लगा,UN 5.307010560951016e-05
और,CC 0.432514304947829
उन्होंने,UN 5.307010560951016e-05
तुरंत,UN 5.307010560951016e-05
इसके,DT 0.06493506493506493
लिए,IN 0.025867507886435333
हां,UN 5.307010560951016e-05
कह,UN 0.00010614021121902033
दी,V_VB 0.006725241349387135
वहीं,UN 5.307010560951016e-05
आगे,JJ_JJS 0.0024875621890547263
खबर,UN 5.307010560951016e-05
इलियाना,N_NN 2.2342374547566916e-05
ड,N_NN 1.1171187273783458e-05
क्रूज,N_NN 1.1171187273783458e-05
अहम,JJ_JJS 0.004975124378109453
भूमिका,N_NN 0.0004245051164037714
आएंगी,V_VB 0.00021694326933506888
बहुत,JJ_JJS 0.028606965174129355
मजबूत,JJ_JJS 0.004975124378109453
लेकिन,CC 0.06529787950185123
वह,DT 0.0021645021645021645
जोड़ी,N_NN 0.00016756780910675187
नहीं,RB_RBS 0.0024752475247524753
हिरोइन,N_NN 1.1171187273783458e-05
तलाश,V_VB 0.00021694326933506888
अंत,N_NN 0.0005250458018678225
तक,IN 0.008517350157728707
शूटिंग,FW 0.0010384215991692627
शुरू,V_VB 0.0008677730773402755
सकती,V_VB 0.0019524894240156199
बता,V_VB 0.0030372057706909645
दें,V_VB 0.003688035578696171
सात,JJ_JJS 0.0012437810945273632
पहले,RB_RBS 0.0049504950495049506
आई,N_NN 0.00017873899638053532
बोल,N_NN 0.00010054068546405112
आए,V_VB 0.003688035578696171
थे,V_VB 0.011497993274758651
दोनों,PDT 0.5
को,DT 0.0021645021645021645
पंसद,JJ_JJS 0.0012437810945273632
किया,V_VB 0.02245362837617963
गया,V_VB 0.010304805293415771
वहीं,IN 0.0001577287066246057
ने,V_VB 0.0003254149040026033
सबसे,PDT 0.25
बाद,JJ_JJS 0.0012437810945273632
मणिरत्नम,N_NN 1.1171187273783458e-05
युवा,N_NN 0.00014522543455918496
दिखाई,V_VB 0.0008677730773402755
थी,V_VB 0.014318255776114546
जिसके,WDT 0.0375
फिल्मफेयर,FW 0.0010384215991692627
